VBELN,WAERS,VKORG,KUNNR,CTLPC,LFART,AMTBL
500013559,USD,1001,100118,R01,ZLF,0
500013560,USD,2002,1002,,ZNLC,0
500013561,USD,1001,100118,R01,ZLF,0
500013562,USD,1001,100118,R01,ZLF,0
500013563,USD,1001,100118,R01,ZLF,0
500013564,USD,1001,100118,R01,ZLF,0
500013565,USD,1001,100118,R01,ZLF,0
500013566,USD,1001,100118,R01,ZLF,0
500013567,USD,1001,100118,R01,ZLF,0
500013568,USD,1001,100118,R01,ZLF,0
500013569,USD,1001,100118,R01,ZLF,0
500013570,USD,1001,100118,R01,ZLF,0
500013571,USD,1001,100118,R01,ZLF,0
500013572,USD,1001,100118,R01,ZLF,0
500013573,USD,1001,100118,R01,ZLF,0
500013574,USD,1001,100118,R01,ZLF,0
500013575,USD,1005,100022,R01,ZLF,"19,460"
500013576,USD,1001,100118,R01,ZLF,0
500013577,USD,1005,100022,R01,ZLF,"256,190"
500013578,TWD,1001,100137,R01,ZLF,0
500013579,USD,1005,100021,R01,ZLF,"253,099"
500013580,TWD,1005,100442,R01,ZLF,0
500013581,TWD,1005,100442,R01,ZLF,0
500013582,TWD,1005,100442,R01,ZLF,0
500013583,USD,1001,100118,R01,ZLF,0
500013584,USD,1001,100118,R01,ZLF,0
500013585,USD,1001,100118,R01,ZLF,0
500013586,USD,1001,100118,R01,ZLF,0
500013587,USD,2002,100207,R01,ZLF,0
500013588,USD,2002,100207,R01,ZLF,0
500013589,TWD,1005,100371,R01,ZLF,"12,636"
500013590,TWD,1002,1006,,ZNL,0
500013591,USD,2002,100213,R01,ZLF,0
500013592,USD,2002,100207,R01,ZLF,0
500013593,TWD,1005,100442,R01,ZLF,0
500013594,TWD,1005,100442,R01,ZLF,0
500013595,TWD,1005,100442,R01,ZLF,0
500013596,TWD,1005,100442,R01,ZLF,0
500013597,TWD,1005,100442,R01,ZLF,0
500013598,TWD,1005,100442,R01,ZLF,0
500013599,TWD,1005,100442,R01,ZLF,0
500013600,TWD,1005,100442,R01,ZLF,0
500013601,TWD,1005,100442,R01,ZLF,0
500013602,TWD,1005,100442,R01,ZLF,0
500013603,TWD,1005,100442,R01,ZLF,0
500013604,TWD,1005,100442,R01,ZLF,0
500013605,TWD,1005,100442,R01,ZLF,0
500013606,TWD,1005,100442,R01,ZLF,0
500013607,TWD,1005,100442,R01,ZLF,0
500013608,TWD,1006,100310,R01,ZLF,0
500013609,USD,1001,100118,R01,ZLF,0
500013610,USD,1001,100118,R01,ZLF,0
500013611,TWD,1005,100385,R01,ZLF,0
500013612,USD,1001,100118,R01,ZLF,0
500013613,USD,1001,100118,R01,ZLF,0
500013614,TWD,1005,100012,R01,ZLF,"3,264"
500013615,TWD,1005,100018,R01,ZLF,"62,066"
500013616,USD,2002,100208,R01,ZLF,0
500013617,TWD,1001,1006,,ZNL,0
500013618,USD,1001,100118,R01,ZLF,0
500013619,USD,1001,100118,R01,ZLF,0
500013620,USD,1001,100118,R01,ZLF,0
500013621,USD,1001,100118,R01,ZLF,0
500013622,USD,1001,100279,R01,ZLF,0
500013623,USD,1001,100118,R01,ZLF,0
500013624,USD,1001,100118,R01,ZLF,0
500013625,USD,1002,100195,R01,ZLF,0
500013626,TWD,1005,100011,R01,ZLF,"105,777"
500013627,TWD,1005,100014,R01,ZLF,"46,116"
500013628,USD,1003,100182,R01,ZLF,"530,437"
500013629,USD,1001,100307,R01,ZLF,"60,218"
500013630,USD,1002,2002,,ZNLC,0
500013631,USD,2002,1002,,ZNLC,0
500013632,USD,2002,1002,,ZNLC,0
500013633,USD,2002,1002,,ZNLC,0
500013634,USD,2002,1002,,ZNLC,0
500013635,USD,2002,1002,,ZNLC,0
500013636,USD,2002,1002,,ZNLC,0
500013637,TWD,1005,100018,R01,ZLF,"688,811"
500013638,USD,2002,100207,R01,ZLF,0
500013639,USD,2002,100207,R01,ZLF,0
500013640,USD,2002,1002,,ZNLC,0
500013641,USD,2002,100213,R01,ZLF,0
500013642,USD,1001,100225,R01,ZLF,"116,550"
500013643,USD,1001,100118,R01,ZLF,0
500013644,USD,1001,100118,R01,ZLF,0
500013645,USD,1001,100171,R01,ZLF,"6,093,119"
500013646,EUR,1001,100351,R01,ZLF,"98,374"
500013647,USD,1001,100352,R01,ZLF,"83,242"
500013648,USD,1001,100173,R01,ZLF,"3,529,263"
500013649,USD,1001,100033,R01,ZLF,0
500013650,EUR,1001,100159,R01,ZLF,"797,759"
500013651,USD,1001,100352,R01,ZLF,"162,913"
500013652,USD,1001,100033,R01,ZLF,0
500013653,TWD,1005,100012,R01,ZLF,"111,248"
500013654,USD,1002,100201,R01,ZLF,0
500013655,TWD,1005,100003,R01,ZLF,0
500013656,USD,2002,1002,,ZNLC,0
500013657,TWD,1006,1002,,ZNL,0
500013658,TWD,1006,1002,,ZNL,0
500013661,USD,1002,2002,,ZNLC,0
500013662,TWD,1005,100008,R01,ZLF,"49,844"
500013663,TWD,1005,100371,R01,ZLF,"112,978"
500013664,USD,1001,100118,R01,ZLF,0
500013665,USD,1001,100118,R01,ZLF,0
500013666,TWD,1005,100442,R01,ZLF,0
500013667,TWD,1005,100442,R01,ZLF,0
500013668,TWD,1005,100442,R01,ZLF,0
500013669,TWD,1005,100442,R01,ZLF,0
500013670,TWD,1005,100442,R01,ZLF,0
500013671,TWD,1001,100133,R01,ZLF,0
500013672,TWD,1001,100133,R01,ZLF,"388,665"
500013673,TWD,1001,100133,R01,ZLF,0
500013674,EUR,1001,100283,R01,ZLF,0
500013675,TWD,1006,1001,,ZNL,0
500013676,TWD,1001,100125,R01,ZLF,0
500013677,TWD,1001,100128,R01,ZLF,"21,305"
500013678,USD,1001,100118,R01,ZLF,0
500013679,TWD,1002,1006,,ZNL,0
500013680,TWD,1005,100442,R01,ZLF,0
500013681,USD,1001,100118,R01,ZLF,0
500013682,USD,1002,100199,R01,ZLF,"82,680"
500013683,USD,1002,100201,R01,ZLF,0
500013684,TWD,1006,100310,R01,ZLF,0
500013685,TWD,1007,100042,R01,ZLF,"12,000"
500013686,USD,1002,100203,R01,ZLF,"484,802"
500013687,USD,1002,100203,R01,ZLF,"82,563"
500013688,USD,1002,100404,R01,ZLF,0
500013689,TWD,1005,100012,R01,ZLF,"297,485"
500013690,TWD,1005,100018,R01,ZLF,"161,028"
500013691,USD,2002,100208,R01,ZLF,0
500013692,USD,2002,100213,R01,ZLF,0
500013693,USD,1001,100118,R01,ZLF,0
500013694,USD,1003,100178,R01,ZLF,0
500013695,USD,1003,100179,R01,ZLF,0
500013696,USD,1003,100179,R01,ZLF,0
500013697,USD,1003,100366,R01,ZLF,0
500013698,TWD,1005,100014,R01,ZLF,0
500013699,TWD,1005,100015,R01,ZLF,0
500013700,TWD,1005,100382,R01,ZLF,0
500013701,TWD,1005,100004,R01,ZLF,0
500013702,TWD,1005,100012,R01,ZLF,0
500013703,TWD,1005,100018,R01,ZLF,"87,916"
500013704,USD,1001,100281,R01,ZLF,0
500013705,USD,1002,100197,R01,ZLF,0
500013706,TWD,1005,100011,R01,ZLF,0
500013707,TWD,1005,100385,R01,ZLF,0
500013708,USD,1002,100201,R01,ZLF,0
500013709,USD,1002,100201,R01,ZLF,0
500013710,USD,1001,100118,R01,ZLF,0
500013711,USD,1002,100212,R01,ZLF,"68,913"
500013712,USD,1002,2902,R99,ZLF,0
500013713,USD,2002,100207,R01,ZLF,0
500013714,USD,2002,1902,R99,ZLF,0
500013715,USD,2002,1902,R99,ZLF,0
500013716,USD,1005,100022,R01,ZLF,"104,304"
500013717,TWD,1005,Z009,R01,ZLF,0
500013718,TWD,1005,100024,R01,ZLF,0
500013719,TWD,1002,1006,,ZNL,0
500013720,TWD,1002,1006,,ZNL,0
500013721,USD,1001,100118,R01,ZLF,0
500013722,USD,1001,100118,R01,ZLF,0
500013723,USD,1005,100005,R01,ZLF,0
500013724,USD,1005,100020,R01,ZLF,"1,857,345"
500013725,USD,1001,100118,R01,ZLF,0
500013726,USD,1001,100118,R01,ZLF,0
500013727,USD,1001,100118,R01,ZLF,0
500013728,USD,1001,100118,R01,ZLF,0
500013729,USD,1001,100118,R01,ZLF,0
500013730,USD,1001,100118,R01,ZLF,0
500013731,USD,1001,100118,R01,ZLF,0
500013732,USD,1001,100118,R01,ZLF,0
500013733,USD,1001,100118,R01,ZLF,0
500013734,USD,1001,100118,R01,ZLF,0
500013735,USD,1001,100118,R01,ZLF,0
500013736,USD,1001,100279,R01,ZLF,0
500013737,TWD,1005,100379,R01,ZLF,0
500013738,TWD,1001,100134,R01,ZLF,0
500013739,USD,1002,100201,R01,ZLF,0
500013740,USD,2002,100213,R01,ZLF,0
500013741,USD,2002,100213,R01,ZLF,0
500013742,USD,2002,1002,,ZNLC,0
500013743,USD,2002,1002,,ZNLC,0
500013744,USD,2002,1002,,ZNLC,0
500013745,USD,2002,1002,,ZNLC,0
500013746,USD,2002,1002,,ZNLC,0
500013747,USD,2002,1002,,ZNLC,0
500013748,USD,2002,1002,,ZNLC,0
500013749,USD,2002,1002,,ZNLC,0
500013750,USD,2002,1002,,ZNLC,0
500013751,USD,2002,100213,R01,ZLF,0
500013752,USD,2002,100208,R01,ZLF,0
500013753,USD,2002,100213,R01,ZLF,0
500013754,USD,2002,100213,R01,ZLF,0
500013755,USD,2002,100213,R01,ZLF,0
500013756,USD,2002,100213,R01,ZLF,0
500013757,TWD,1001,100137,R01,ZLF,0
500013758,USD,1002,2002,,ZNLC,0
500013759,TWD,1005,100008,R01,ZLF,0
500013760,TWD,1005,100371,R01,ZLF,"21,743"
500013761,USD,2002,1002,,ZNLC,0
500013762,USD,2002,1002,,ZNLC,0
500013763,USD,2002,1002,,ZNLC,0
500013764,USD,1003,100179,R01,ZLF,0
500013765,USD,1001,100118,R01,ZLF,0
500013766,USD,1007,100036,R01,ZLF,0
500013767,TWD,1006,1002,,ZNL,0
500013768,USD,1005,100010,R01,ZLF,"256,639"
500013769,USD,1002,100199,R01,ZLF,"330,720"
500013770,USD,2002,1902,R99,ZLF,0
500013771,TWD,1005,100012,R01,ZLF,"75,033"
500013772,TWD,1005,100442,R01,ZLF,0
500013773,TWD,1005,100442,R01,ZLF,0
500013774,TWD,1005,100442,R01,ZLF,0
500013775,TWD,1002,100347,R01,ZLF,0
500013776,TWD,1005,100018,R01,ZLF,"373,517"
500013777,USD,1003,100182,R01,ZLF,"160,625"
500013778,USD,1003,100182,R01,ZLF,"788,010"
500013779,TWD,1005,100003,R01,ZLF,0
500013780,TWD,1005,100011,R01,ZLF,"75,799"
500013781,TWD,1007,100055,R01,ZLF,0
500013782,USD,2002,1002,,ZNLC,0
500013783,USD,2002,1002,,ZNLC,0
500013784,USD,2002,1002,,ZNLC,0
500013785,TWD,1005,100014,R01,ZLF,"23,888"
500013786,TWD,1005,100004,R01,ZLF,0
500013787,TWD,1005,100442,R01,ZLF,0
500013788,USD,2002,1002,,ZNLC,0
500013789,USD,1001,100118,R01,ZLF,0
500013790,USD,1001,100161,R01,ZLF,"282,577"
500013791,TWD,1005,100012,R01,ZLF,"184,827"
500013792,USD,1001,100246,R01,ZLF,0
500013793,USD,1001,100032,R01,ZLF,"794,344"
500013794,USD,2002,100207,R01,ZLF,0
500013795,USD,1001,100350,R01,ZLF,"10,940"
500013796,TWD,1007,100460,R01,ZLF,0
500013797,TWD,1002,1006,,ZNL,0
500013798,TWD,1002,1006,,ZNL,0
500013799,TWD,1007,100427,R01,ZLF,0
500013800,USD,1001,100118,R01,ZLF,0
500013801,USD,2002,1002,,ZNLC,0
500013802,USD,1001,100118,R01,ZLF,0
500013803,TWD,1005,100382,R01,ZLF,0
500013804,TWD,1005,100385,R01,ZLF,0
500013805,TWD,1005,100024,R01,ZLF,0
500013806,USD,1003,100179,R01,ZLF,0
500013807,USD,1003,100178,R01,ZLF,0
500013808,USD,1003,100366,R01,ZLF,0
500013809,USD,1002,100200,R01,ZLF,0
500013810,USD,2002,1002,,ZNLC,0
500013811,USD,2002,1002,,ZNLC,0
500013812,USD,2002,1002,,ZNLC,0
500013813,TWD,1001,100135,R01,ZLF,0
500013814,USD,2002,100208,R01,ZLF,0
500013815,USD,1002,2902,R99,ZLF,0
500013816,USD,2002,100207,R01,ZLF,0
500013817,USD,1002,2002,,ZNLC,0
500013818,USD,1002,2002,,ZNLC,0
500013819,TWD,1005,100011,R01,ZLF,"211,733"
500013820,TWD,1005,100011,R01,ZLF,0
500013821,TWD,1005,100382,R01,ZLF,0
500013822,TWD,1005,100435,R01,ZLF,0
500013823,TWD,1006,1002,,ZNL,0
500013824,TWD,1006,1002,,ZNL,0
500013825,TWD,1007,100042,R01,ZLF,"12,000"
500013826,TWD,1005,100442,R01,ZLF,0
500013827,TWD,1005,100442,R01,ZLF,0
500013828,USD,1005,100364,R01,ZLF,0
500013829,USD,1002,100212,R01,ZLF,0
500013830,USD,2002,100207,R01,ZLF,0
500013831,USD,2002,100207,R01,ZLF,0
500013832,USD,2002,100207,R01,ZLF,0
500013833,USD,1003,100180,R01,ZLF,0
500013834,TWD,1005,100012,R01,ZLF,"181,986"
500013835,TWD,1005,100018,R01,ZLF,"114,933"
500013836,TWD,1005,100435,R01,ZLF,0
500013837,USD,2002,100207,R01,ZLF,0
500013838,USD,2002,100207,R01,ZLF,0
500013839,USD,1001,100273,R01,ZLF,0
500013840,USD,1001,100118,R01,ZLF,0
500013841,USD,1001,100118,R01,ZLF,0
500013842,USD,1001,100118,R01,ZLF,0
500013843,USD,2002,100207,R01,ZLF,0
500013844,USD,1002,2902,R99,ZLF,0
500013845,USD,2002,100207,R01,ZLF,0
500013846,USD,1001,100242,R01,ZLF,0
500013847,USD,1001,100161,R01,ZLF,"480,749"
500013848,USD,1001,100161,R01,ZLF,"143,488"
500013849,USD,1002,100195,R01,ZLF,0
500013850,USD,1001,100161,R01,ZLF,"98,761"
500013851,TWD,1005,100389,R01,ZLF,0
500013852,TWD,1005,100379,R01,ZLF,0
500013853,USD,1002,100200,R01,ZLF,0
500013854,USD,2002,1002,,ZNLC,0
500013855,USD,2002,1002,,ZNLC,0
500013856,USD,2002,1002,,ZNLC,0
500013857,USD,1003,100180,R01,ZLF,0
500013858,TWD,1005,100014,R01,ZLF,"85,281"
500013859,TWD,1005,100382,R01,ZLF,0
500013860,USD,1003,100179,R01,ZLF,0
500013861,USD,1001,100119,R01,ZLF,0
500013862,USD,2002,1002,,ZNLC,0
500013863,TWD,1005,100018,R01,ZLF,"127,523"
500013864,TWD,1005,100012,R01,ZLF,"69,539"
500013865,USD,1002,100201,R01,ZLF,0
500013866,TWD,1006,1002,,ZNL,0
500013867,TWD,1006,1002,,ZNL,0
500013868,EUR,1001,100323,R01,ZLF,"404,333"
500013869,USD,1001,100172,R01,ZLF,0
500013870,USD,1003,100182,R01,ZLF,"389,494"
500013871,TWD,1007,100099,R01,ZLF,0
500013872,USD,1002,100201,R01,ZLF,0
500013873,TWD,1005,100015,R01,ZLF,0
500013874,TWD,1005,100385,R01,ZLF,0
500013875,TWD,1005,100379,R01,ZLF,0
500013876,TWD,1006,100310,R01,ZLF,0
500013877,USD,1001,100118,R01,ZLF,0
500013878,USD,1001,100118,R01,ZLF,0
500013879,USD,1001,100118,R01,ZLF,0
500013880,USD,1001,100118,R01,ZLF,0
500013881,USD,2002,100208,R01,ZLF,0
500013882,TWD,1007,100055,R01,ZLF,"6,600"
500013883,TWD,1007,100402,R01,ZLF,0
500013884,TWD,1007,100042,R01,ZLF,0
500013885,TWD,1007,100055,R01,ZLF,"9,900"
500013886,TWD,1007,100055,R01,ZLF,"3,300"
500013887,USD,1005,100017,R01,ZLF,0
500013888,USD,2002,100208,R01,ZLF,0
500013889,USD,2002,1002,,ZNLC,0
500013890,USD,1002,100198,R01,ZLF,0
500013891,USD,1002,2002,,ZNLC,0
500013892,USD,1002,2002,,ZNLC,0
500013893,USD,2002,100213,R01,ZLF,0
500013894,USD,1001,100255,R01,ZLF,0
500013895,USD,1001,100305,R01,ZLF,0
500013896,USD,1005,100021,R01,ZLF,"38,563"
500013897,USD,1002,2902,R99,ZLF,0
500013898,USD,1003,100366,R01,ZLF,0
500013899,USD,1003,100178,R01,ZLF,0
500013900,USD,1003,100179,R01,ZLF,0
500013901,USD,2002,100210,R01,ZLF,"79,016"
500013902,USD,2002,1002,,ZNLC,0
500013903,USD,1001,100255,R01,ZLF,0
500013904,USD,1005,100022,R01,ZLF,"782,454"
500013905,USD,1005,100022,R01,ZLF,"369,630"
500013906,USD,1005,100364,R01,ZLF,0
500013907,USD,1005,100021,R01,ZLF,"233,977"
500013908,USD,1001,100118,R01,ZLF,0
500013909,USD,1001,100118,R01,ZLF,0
500013910,USD,1001,100118,R01,ZLF,0
500013911,USD,1001,100118,R01,ZLF,0
500013912,USD,1001,100118,R01,ZLF,0
500013913,USD,1001,100118,R01,ZLF,0
500013914,USD,1001,100118,R01,ZLF,0
500013915,USD,1001,100118,R01,ZLF,0
500013916,USD,1001,100118,R01,ZLF,0
500013917,TWD,1005,100389,R01,ZLF,0
500013918,TWD,1005,100382,R01,ZLF,0
500013919,TWD,1005,100371,R01,ZLF,"2,877"
500013920,TWD,1005,100382,R01,ZLF,0
500013921,USD,2002,100208,R01,ZLF,0
500013922,USD,2002,100208,R01,ZLF,0
500013923,TWD,1005,100008,R01,ZLF,0
500013924,USD,1005,100364,R01,ZLF,"426,865"
500013925,USD,1001,100118,R01,ZLF,0
500013926,TWD,1005,100442,R01,ZLF,0
500013927,TWD,1005,100442,R01,ZLF,0
500013928,USD,1001,100279,R01,ZLF,0
500013929,USD,1005,100022,R01,ZLF,"86,331"
500013930,USD,1002,100201,R01,ZLF,0
500013931,TWD,1007,100105,R01,ZLF,0
500013932,TWD,1001,100124,R01,ZLF,"87,734"
500013933,TWD,1005,100018,R01,ZLF,"117,212"
500013934,TWD,1005,100018,R01,ZLF,0
500013935,TWD,1005,100012,R01,ZLF,"118,302"
500013936,TWD,1005,100012,R01,ZLF,0
500013937,TWD,1001,100125,R01,ZLF,0
500013938,USD,1001,100032,R01,ZLF,"818,712"
500013939,USD,1003,100182,R01,ZLF,"639,098"
500013940,TWD,1005,100004,R01,ZLF,0
500013941,TWD,1005,100008,R01,ZLF,0
500013942,USD,1002,100201,R01,ZLF,0
500013943,USD,1002,100201,R01,ZLF,0
500013944,USD,1001,100255,R01,ZLF,0
500013945,TWD,1006,100310,R01,ZLF,0
500013946,USD,1003,100182,R01,ZLF,"161,095"
500013947,TWD,1002,1006,,ZNL,0
500013948,USD,1001,100166,R01,ZLF,"1,449,223"
500013949,USD,2002,1002,,ZNLC,0
500013950,USD,1002,100199,R01,ZLF,"580,512"
500013951,USD,1001,100273,R01,ZLF,0
500013952,USD,1002,100201,R01,ZLF,0
500013953,USD,1001,100350,R01,ZLF,"11,026"
500013954,USD,1002,100201,R01,ZLF,0
500013955,USD,1002,2902,R99,ZLF,0
500013956,USD,2002,100207,R01,ZLF,0
500013957,USD,2002,100213,R01,ZLF,0
500013958,USD,1001,100118,R01,ZLF,0
500013959,USD,1001,100118,R01,ZLF,0
500013960,USD,1001,100118,R01,ZLF,0
500013961,USD,1003,100179,R01,ZLF,0
500013962,USD,1003,100178,R01,ZLF,0
500013963,USD,1001,100118,R01,ZLF,0
500013964,TWD,1005,100004,R01,ZLF,0
500013965,TWD,1005,100008,R01,ZLF,"84,924"
500013966,USD,1002,2002,,ZNLC,0
500013967,USD,1002,2002,,ZNLC,0
500013968,USD,1002,2002,,ZNLC,0
500013969,USD,1002,2002,,ZNLC,0
500013970,USD,1002,2002,,ZNLC,0
500013971,USD,1002,2002,,ZNLC,0
500013972,TWD,1007,100099,R01,ZLF,0
500013973,USD,2002,1002,,ZNLC,0
500013974,TWD,1007,100463,R01,ZLF,"400,400"
500013975,TWD,1007,100363,R01,ZLF,"5,650"
500013976,USD,2002,1002,,ZNLC,0
500013977,USD,2002,1002,,ZNLC,0
500013978,USD,2002,1002,,ZNLC,0
500013979,USD,2002,1002,,ZNLC,0
500013980,USD,2002,1002,,ZNLC,0
500013981,USD,2002,1002,,ZNLC,0
500013982,USD,2002,1002,,ZNLC,0
500013983,USD,2002,1002,,ZNLC,0
500013984,USD,2002,1002,,ZNLC,0
500013985,USD,1002,100201,R01,ZLF,0
500013986,TWD,1005,100004,R01,ZLF,0
500013987,TWD,1005,100018,R01,ZLF,"126,021"
500013988,TWD,1005,100012,R01,ZLF,"45,699"
500013989,TWD,1001,100133,R01,ZLF,"173,856"
500013990,TWD,1001,100133,R01,ZLF,"275,597"
500013991,USD,1001,100118,R01,ZLF,0
500013992,USD,1001,100118,R01,ZLF,0
500013993,TWD,1002,100347,R01,ZLF,0
500013994,USD,1005,100364,R01,ZLF,"758,352"
500013995,TWD,1007,100055,R01,ZLF,0
500013996,TWD,1002,1006,,ZNL,0
500013997,TWD,1005,100379,R01,ZLF,0
500013998,TWD,1005,100014,R01,ZLF,"28,455"
500013999,TWD,1005,100389,R01,ZLF,0
500014000,TWD,1005,100024,R01,ZLF,0
500014001,TWD,1007,100099,R01,ZLF,0
500014002,USD,2002,100207,R01,ZLF,0
500014003,USD,1002,2002,,ZNLC,0
500014004,USD,2002,100207,R01,ZLF,0
500014005,USD,2002,100208,R01,ZLF,0
500014006,USD,1002,2002,,ZNLC,0
500014007,USD,1002,2002,,ZNLC,0
500014008,TWD,1006,1002,,ZNL,0
500014009,USD,1001,100161,R01,ZLF,"9,508"
500014010,TWD,1005,100011,R01,ZLF,"51,114"
500014011,TWD,1005,100004,R01,ZLF,0
500014012,USD,1001,100118,R01,ZLF,0
500014013,USD,1001,100118,R01,ZLF,0
500014014,USD,1003,100179,R01,ZLF,0
500014015,USD,1003,100366,R01,ZLF,0
500014016,USD,1002,2902,R99,ZLF,0
500014017,USD,2002,100207,R01,ZLF,0
500014018,USD,1001,100118,R01,ZLF,0
500014019,TWD,1005,1100,R99,ZLF,0
500014020,TWD,1005,100382,R01,ZLF,0
500014021,USD,1005,100020,R01,ZLF,"277,205"
500014022,TWD,1002,1006,,ZNL,0
500014023,TWD,1001,100248,R01,ZLF,0
500014024,USD,1001,100118,R01,ZLF,0
500014025,USD,1001,100118,R01,ZLF,0
500014026,USD,1001,100118,R01,ZLF,0
500014027,USD,1001,100118,R01,ZLF,0
500014028,USD,1001,100118,R01,ZLF,0
500014029,USD,1001,100118,R01,ZLF,0
500014030,USD,1001,100118,R01,ZLF,0
500014031,TWD,1005,100389,R01,ZLF,0
500014032,TWD,1005,100385,R01,ZLF,"68,250"
500014033,USD,1001,100171,R01,ZLF,"881,790"
500014034,TWD,1005,100442,R01,ZLF,0
500014035,TWD,1005,100012,R01,ZLF,"43,205"
500014036,TWD,1005,100018,R01,ZLF,"79,506"
500014037,TWD,1005,100379,R01,ZLF,0
500014038,USD,1002,100201,R01,ZLF,0
500014039,TWD,1001,100121,R01,ZLF,"34,650"
500014040,USD,1003,100182,R01,ZLF,"878,195"
500014041,USD,1003,100182,R01,ZLF,"161,095"
500014042,TWD,1007,100105,R01,ZLF,0
500014043,TWD,1007,100105,R01,ZLF,0
500014044,USD,1003,100179,R01,ZLF,0
500014045,TWD,1003,100188,R01,ZLF,0
500014046,TWD,1006,1002,,ZNL,0
500014047,USD,1005,100416,R01,ZLF,"943,538"
500014048,USD,1001,100171,R01,ZLF,0
500014049,USD,1001,100405,R01,ZLF,"1,182,616"
500014050,USD,1001,100170,R01,ZLF,0
500014051,USD,1001,100153,R01,ZLF,"1,025,974"
500014052,USD,1001,100033,R01,ZLF,0
500014053,TWD,1001,100123,R01,ZLF,"6,636"
500014054,USD,2002,100213,R01,ZLF,0
500014055,USD,2002,100213,R01,ZLF,0
500014056,USD,2002,100207,R01,ZLF,0
500014057,TWD,1005,100014,R01,ZLF,"38,672"
500014058,USD,1002,2902,R99,ZLF,0
500014059,TWD,1002,1006,,ZNL,0
500014060,USD,1001,100118,R01,ZLF,0
500014061,TWD,1001,100134,R01,ZLF,0
500014062,TWD,1005,100003,R01,ZLF,0
500014063,USD,2002,100208,R01,ZLF,0
500014064,USD,1001,100239,R01,ZLF,"841,624"
500014065,USD,1001,100118,R01,ZLF,0
500014066,USD,1001,100317,R01,ZLF,"356,558"
500014067,USD,1001,100246,R01,ZLF,"854,145"
500014068,USD,1001,100255,R01,ZLF,0
500014069,USD,1001,100242,R01,ZLF,0
500014070,USD,1002,100201,R01,ZLF,0
500014071,USD,1007,100036,R01,ZLF,0
500014072,USD,2002,100213,R01,ZLF,0
500014073,TWD,1005,100008,R01,ZLF,"55,314"
500014074,TWD,1005,100371,R01,ZLF,"7,613"
500014075,USD,1001,100161,R01,ZLF,"9,556"
500014076,USD,2002,100207,R01,ZLF,0
500014077,USD,1001,100242,R01,ZLF,0
500014078,TWD,1007,1002,,ZNL,0
500014079,TWD,1006,100310,R01,ZLF,0
500014080,TWD,1006,100310,R01,ZLF,0
500014081,USD,1001,100118,R01,ZLF,0
500014082,TWD,1005,100012,R01,ZLF,"38,497"
500014083,TWD,1005,100004,R01,ZLF,0
500014084,TWD,1005,100379,R01,ZLF,0
500014085,USD,1001,100118,R01,ZLF,0
500014086,TWD,1005,100011,R01,ZLF,"56,112"
500014087,TWD,1005,100385,R01,ZLF,"49,539"
500014088,USD,2002,1002,,ZNLC,0
500014089,USD,2002,100213,R01,ZLF,0
500014090,USD,2002,1002,,ZNLC,0
500014091,USD,2002,1002,,ZNLC,0
500014092,USD,1003,100178,R01,ZLF,0
500014093,USD,1003,100179,R01,ZLF,0
500014094,USD,1003,100366,R01,ZLF,0
500014095,USD,1003,100178,R01,ZLF,0
500014096,USD,1001,100161,R01,ZLF,"38,949"
500014097,USD,1001,100161,R01,ZLF,"424,416"
500014098,TWD,1005,100018,R01,ZLF,0
500014099,TWD,1005,100011,R01,ZLF,0
500014100,TWD,1002,100347,R01,ZLF,0
500014101,USD,1001,100118,R01,ZLF,0
500014102,TWD,1005,100014,R01,ZLF,"32,592"
500014103,USD,1001,100223,R01,ZLF,0
500014104,TWD,1005,100382,R01,ZLF,0
500014105,USD,1002,100201,R01,ZLF,0
500014106,USD,1001,100118,R01,ZLF,0
500014107,USD,1001,100118,R01,ZLF,0
500014108,USD,1001,100118,R01,ZLF,0
500014109,USD,2002,100213,R01,ZLF,0
500014110,USD,2002,100213,R01,ZLF,0
500014111,TWD,1002,1006,,ZNL,0
500014112,TWD,1005,100024,R01,ZLF,0
500014113,TWD,1001,100133,R01,ZLF,0
500014114,USD,1002,100201,R01,ZLF,0
500014115,TWD,1005,100442,R01,ZLF,0
500014116,USD,1002,2002,,ZNLC,0
500014117,USD,1002,2002,,ZNLC,0
500014118,USD,1002,2002,,ZNLC,0
500014119,TWD,1001,100137,R01,ZLF,0
500014120,USD,1001,100118,R01,ZLF,0
500014121,USD,1001,100118,R01,ZLF,0
500014122,USD,1001,100118,R01,ZLF,0
500014123,USD,1001,100118,R01,ZLF,0
500014124,USD,1001,100118,R01,ZLF,0
500014125,USD,1001,100350,R01,ZLF,"11,190"
500014126,USD,1001,100289,R01,ZLF,0
500014127,USD,1001,100280,R01,ZLF,0
500014128,USD,1001,100118,R01,ZLF,0
500014129,TWD,1005,100012,R01,ZLF,0
500014130,USD,1003,100182,R01,ZLF,"696,371"
500014131,USD,1003,100182,R01,ZLF,"25,197"
500014132,TWD,1005,100371,R01,ZLF,0
500014133,TWD,1005,100018,R01,ZLF,0
500014134,USD,2002,100208,R01,ZLF,0
500014135,USD,1001,100171,R01,ZLF,0
500014136,TWD,1005,100008,R01,ZLF,"15,099"
500014137,TWD,1001,100248,R01,ZLF,0
500014138,TWD,1001,100248,R01,ZLF,"42,738"
500014139,TWD,1006,1002,,ZNL,0
500014140,TWD,1006,1002,,ZNL,0
500014141,USD,1005,100010,R01,ZLF,"777,384"
